student_id,course_id,final_grade,status
S001,C02,8.209985010939558,PASS
S001,C01,7.063569623136893,PASS
S001,C03,8.689203177601946,PASS
S001,C05,8.791399382565771,PASS
S002,C05,7.10251725061801,PASS
S002,C06,8.890131388170117,PASS
S002,C02,6.929274432197788,PASS
S002,C03,6.155198029467842,PASS
S003,C02,7.154439665411254,PASS
S003,C01,7.037078888269882,PASS
S003,C05,5.185154954226345,PASS
S003,C03,4.062464947265995,FAIL
S004,C06,4.930527082785717,FAIL
S004,C01,8.250745277577467,PASS
S004,C02,7.578109693234131,PASS
S004,C05,7.051631191637075,PASS
S005,C01,7.709756867149167,PASS
S005,C03,6.912404379222928,PASS
S005,C06,7.535091488214618,PASS
S005,C05,8.723081420659526,PASS
S006,C02,8.078033439646495,PASS
S006,C03,5.319800785794138,PASS
S006,C04,7.069636709597432,PASS
S006,C01,4.197634474888418,FAIL
S007,C05,8.749097748090655,PASS
S007,C02,4.105470139316067,FAIL
S007,C04,5.384164303701878,PASS
S007,C01,5.0064395050075525,PASS
S008,C04,8.425746240038057,PASS
S008,C06,6.84603412162074,PASS
S008,C02,5.190558757960218,PASS
S008,C01,5.47243120687503,PASS
S009,C01,8.192382627878477,PASS
S009,C04,6.172762982325,PASS
S009,C03,4.819124700123501,FAIL
S009,C02,5.462011585699673,PASS
S010,C04,5.633543622591081,PASS
S010,C06,6.567070093180837,PASS
S010,C01,4.59848563651273,FAIL
S010,C03,4.159383064233029,FAIL
S011,C06,8.625545631667293,PASS
S011,C01,8.127915844780196,PASS
S011,C05,7.777233836798541,PASS
S011,C02,4.781041067747966,FAIL
S012,C06,4.533314620535078,FAIL
S012,C03,6.240209310593091,PASS
S012,C01,4.550314617925235,FAIL
S012,C04,5.8900710013401625,PASS
S013,C02,4.279903178629569,FAIL
S013,C06,6.921650850536661,PASS
S013,C04,6.019319561924561,PASS
S013,C01,7.835530586338078,PASS
S014,C04,5.4328587492486315,PASS
S014,C02,7.339447187585915,PASS
S014,C03,8.372356181128346,PASS
S014,C05,5.832933839099809,PASS
S015,C02,8.51430096391665,PASS
S015,C01,6.107467041355493,PASS
S015,C04,8.470317627732141,PASS
S015,C03,4.937108054565267,FAIL
S016,C01,8.651728882886724,PASS
S016,C06,7.002367078563317,PASS
S016,C05,8.244339375146776,PASS
S016,C04,7.251965514660226,PASS
S017,C02,7.8259377507799925,PASS
S017,C06,5.196653737939413,PASS
S017,C04,8.279076101918285,PASS
S017,C05,6.283798285917552,PASS
S018,C04,6.8624258340288,PASS
S018,C02,7.476610080131799,PASS
S018,C06,8.997101619671056,PASS
S018,C01,8.068273040397308,PASS
S019,C02,6.221547508592975,PASS
S019,C04,7.097061862828953,PASS
S019,C01,7.612462997165085,PASS
S019,C06,5.439377070973623,PASS
S020,C03,5.902000173493155,PASS
S020,C04,8.567502505402523,PASS
S020,C06,6.753717680318901,PASS
S020,C02,5.9181255346014225,PASS
S021,C06,6.812427831351242,PASS
S021,C05,5.4123624759630005,PASS
S021,C04,4.590435210495163,FAIL
S021,C01,5.188859867460472,PASS
S022,C02,5.837978494987754,PASS
S022,C03,5.590286977497788,PASS
S022,C06,7.831285131281499,PASS
S022,C01,5.6737414957630925,PASS
S023,C05,4.175634941324464,FAIL
S023,C06,6.40027642557737,PASS
S023,C01,8.940116344516092,PASS
S023,C03,7.452098069821016,PASS
S024,C03,7.0365033518236295,PASS
S024,C01,7.348343170580747,PASS
S024,C05,7.663181177483709,PASS
S024,C06,4.4703417066374715,FAIL
S025,C04,8.444936295785713,PASS
S025,C05,7.464233302683356,PASS
S025,C02,7.833320953707416,PASS
S025,C01,7.054450712669382,PASS
S026,C05,4.320160133239516,FAIL
S026,C01,4.495153396951599,FAIL
S026,C02,8.69877425333672,PASS
S026,C06,4.967183621375672,FAIL
S027,C05,8.204127135613826,PASS
S027,C01,7.119652247646999,PASS
S027,C02,8.723520242372407,PASS
S027,C04,7.147118288814509,PASS
S028,C01,6.496945392147193,PASS
S028,C05,4.80729141557803,FAIL
S028,C02,7.856705189589065,PASS
S028,C03,7.462859394785185,PASS
S029,C05,8.47927847568139,PASS
S029,C01,6.903976417001334,PASS
S029,C06,7.023595697029323,PASS
S029,C02,6.113467728949843,PASS
S030,C06,8.335547924901977,PASS
S030,C05,6.396447846164444,PASS
S030,C03,4.804351054177121,FAIL
S030,C02,7.419497222053268,PASS
S031,C02,5.7801732496597475,PASS
S031,C03,8.790352673821953,PASS
S031,C06,5.732308615223518,PASS
S031,C04,8.298550558914904,PASS
S032,C04,5.984940809593276,PASS
S032,C02,4.543171567814879,FAIL
S032,C03,6.0097082176290675,PASS
S032,C05,8.977562848032935,PASS
S033,C03,5.339838429319395,PASS
S033,C01,6.669744463058343,PASS
S033,C05,5.628299340087193,PASS
S033,C02,4.1203971628951415,FAIL
S034,C05,5.4891701447668435,PASS
S034,C06,8.76845245981529,PASS
S034,C01,7.6197127132075035,PASS
S034,C04,5.555879015746936,PASS
S035,C05,6.677433588542983,PASS
S035,C02,4.262125996578387,FAIL
S035,C03,5.054025994617053,PASS
S035,C01,8.149243270254065,PASS
S036,C03,5.099664120685597,PASS
S036,C01,7.006673635699027,PASS
S036,C02,8.12213312012876,PASS
S036,C04,7.009843330857342,PASS
S037,C03,5.368055980347407,PASS
S037,C02,4.995942159789875,FAIL
S037,C04,4.257666968104095,FAIL
S037,C06,5.682899436222511,PASS
S038,C06,7.227180117862947,PASS
S038,C03,6.195646371987912,PASS
S038,C01,8.007166605317387,PASS
S038,C05,6.344291264227949,PASS
S039,C05,8.64032964418925,PASS
S039,C03,4.405807561200792,FAIL
S039,C01,8.93970848338084,PASS
S039,C04,7.6064470298303934,PASS
S040,C03,6.9242784781046405,PASS
S040,C01,6.952886501421754,PASS
S040,C05,4.3277023650215725,FAIL
S040,C06,7.804212932268988,PASS
S041,C05,4.3693099847045795,FAIL
S041,C02,4.975111911611356,FAIL
S041,C03,7.460875779017103,PASS
S041,C06,7.491308567596722,PASS
S042,C05,4.352151964327651,FAIL
S042,C02,7.348100667889795,PASS
S042,C03,5.595907580040516,PASS
S042,C01,8.48567347075887,PASS
S043,C06,8.771505700732874,PASS
S043,C03,5.180802473851093,PASS
S043,C04,6.859200345099357,PASS
S043,C02,5.516087814546552,PASS
S044,C01,7.781692779148167,PASS
S044,C06,4.309973432656305,FAIL
S044,C04,4.292659934153478,FAIL
S044,C02,4.157321641900045,FAIL
S045,C01,4.2535681526261975,FAIL
S045,C06,4.678797112887584,FAIL
S045,C03,6.744429510007032,PASS
S045,C05,4.528436520096834,FAIL
S046,C06,7.286935990800453,PASS
S046,C03,4.2730032709714205,FAIL
S046,C02,4.101079711360948,FAIL
S046,C05,8.112464109669542,PASS
S047,C04,6.37584392102732,PASS
S047,C05,8.86268462711341,PASS
S047,C06,6.022548144779415,PASS
S047,C03,5.594870017285004,PASS
S048,C01,8.751018852147446,PASS
S048,C06,5.48487131817585,PASS
S048,C05,5.489797134896819,PASS
S048,C03,4.978335008077067,FAIL
S049,C02,8.333746744923197,PASS
S049,C05,5.758663942750625,PASS
S049,C01,4.409318013905725,FAIL
S049,C06,6.062901087405203,PASS
S050,C05,5.583034892967141,PASS
S050,C06,5.998175611590854,PASS
S050,C02,5.673411134533213,PASS
S050,C04,8.840710585985303,PASS
S051,C02,5.755478593170218,PASS
S051,C01,8.08813481946899,PASS
S051,C03,6.237340377578402,PASS
S051,C06,6.08135475058705,PASS
S052,C01,5.96924335725862,PASS
S052,C03,8.668237325166752,PASS
S052,C02,5.72942711723273,PASS
S052,C05,5.311197430575102,PASS
S053,C02,5.664313096647567,PASS
S053,C01,7.668665770963429,PASS
S053,C03,5.294101282260744,PASS
S053,C04,6.76638704164646,PASS
S054,C04,6.954899553525294,PASS
S054,C05,7.572514897532275,PASS
S054,C02,4.317462841673138,FAIL
S054,C01,4.834331088716348,FAIL
S055,C02,4.232958715232031,FAIL
S055,C06,5.47211739514826,PASS
S055,C04,8.843817714200139,PASS
S055,C01,5.583902207170147,PASS
S056,C02,4.56547763891492,FAIL
S056,C03,8.805907634526417,PASS
S056,C04,6.778044530645601,PASS
S056,C05,7.400915096932105,PASS
S057,C06,6.316879697644103,PASS
S057,C02,4.659906951634594,FAIL
S057,C03,4.274206614397504,FAIL
S057,C01,8.216689944597334,PASS
S058,C06,7.201502258633077,PASS
S058,C01,7.392373535570183,PASS
S058,C04,8.094220001387203,PASS
S058,C05,8.359489617538804,PASS
S059,C04,8.207020386277204,PASS
S059,C02,8.03019992792358,PASS
S059,C05,6.405127981319902,PASS
S059,C06,8.637127209341159,PASS
S060,C03,5.235069496833443,PASS
S060,C06,8.121844009471133,PASS
S060,C02,4.338672434258512,FAIL
S060,C01,4.450622412001914,FAIL
S061,C01,7.251932176720432,PASS
S061,C02,5.972785369001607,PASS
S061,C04,4.081662646210759,FAIL
S061,C05,4.291526920837576,FAIL
S062,C03,5.936420320724808,PASS
S062,C01,6.471682135786351,PASS
S062,C06,4.984425284744868,FAIL
S062,C02,6.602175769699402,PASS
S063,C06,7.496499181581083,PASS
S063,C05,8.552387920096034,PASS
S063,C04,7.573627191496431,PASS
S063,C03,5.386833817861213,PASS
S064,C05,7.643809582715514,PASS
S064,C03,4.367765568248986,FAIL
S064,C01,5.295574570385451,PASS
S064,C04,7.372579157386507,PASS
S065,C03,7.3948307082766345,PASS
S065,C02,4.890776852625849,FAIL
S065,C06,4.420568953828233,FAIL
S065,C01,4.845529266906988,FAIL
S066,C01,5.8603601296459615,PASS
S066,C05,4.2779727283630775,FAIL
S066,C04,4.11389286580182,FAIL
S066,C02,6.326337966809513,PASS
S067,C06,7.166309646395452,PASS
S067,C03,4.056031214164282,FAIL
S067,C04,8.8625024788252,PASS
S067,C05,6.977317276865604,PASS
S068,C05,6.453344917315059,PASS
S068,C01,8.560517180271642,PASS
S068,C04,6.237929347476269,PASS
S068,C03,4.5377009763590195,FAIL
S069,C02,8.343691114306138,PASS
S069,C03,4.780244145762648,FAIL
S069,C01,4.931768781174858,FAIL
S069,C05,7.731900995717348,PASS
S070,C04,8.148811663852445,PASS
S070,C01,6.893273649947889,PASS
S070,C02,7.453151577481819,PASS
S070,C06,5.712255568842562,PASS
S071,C04,6.984528960874641,PASS
S071,C01,7.443145454445498,PASS
S071,C03,5.893887518593114,PASS
S071,C06,4.075872188517515,FAIL
S072,C03,6.879445136788701,PASS
S072,C01,8.879762794635585,PASS
S072,C06,5.020430432374626,PASS
S072,C04,4.609556084248282,FAIL
S073,C03,5.231984252699733,PASS
S073,C04,5.009940590118051,PASS
S073,C06,4.559371476789913,FAIL
S073,C02,4.964730557470444,FAIL
S074,C06,7.825380771683713,PASS
S074,C03,6.228340838009332,PASS
S074,C02,6.628085308345063,PASS
S074,C01,8.267401783402391,PASS
S075,C04,4.636201095066512,FAIL
S075,C06,8.340209176288198,PASS
S075,C02,7.130050281533448,PASS
S075,C03,7.247393743196627,PASS
S076,C05,4.293523967033484,FAIL
S076,C03,8.630746422142987,PASS
S076,C04,7.026810750683496,PASS
S076,C06,7.131960657827522,PASS
S077,C01,7.1343279390166865,PASS
S077,C03,5.126446854698786,PASS
S077,C05,6.338949826079204,PASS
S077,C06,5.771936286101048,PASS
S078,C04,4.35783572965493,FAIL
S078,C05,4.270190124512592,FAIL
S078,C03,8.267829691556262,PASS
S078,C02,6.343364330299025,PASS
S079,C04,6.296514499099356,PASS
S079,C06,5.507126052020617,PASS
S079,C02,4.638676723069888,FAIL
S079,C03,5.127084249171444,PASS
S080,C04,8.288741815251756,PASS
S080,C02,6.852244988275311,PASS
S080,C01,6.244441711135622,PASS
S080,C05,6.144296634097779,PASS
S081,C05,4.762940998574017,FAIL
S081,C06,5.118450581413441,PASS
S081,C03,5.947626336657338,PASS
S081,C01,7.843178608183892,PASS
S082,C02,4.675360412018824,FAIL
S082,C03,7.8405388557168525,PASS
S082,C06,4.846541034396432,FAIL
S082,C01,8.783726313996226,PASS
S083,C02,6.449758087916605,PASS
S083,C01,5.196980337990288,PASS
S083,C05,6.2242823752770935,PASS
S083,C04,6.691235216937365,PASS
S084,C04,8.530842233349414,PASS
S084,C05,4.837545988376967,FAIL
S084,C01,6.103930867622511,PASS
S084,C02,4.7545273561778885,FAIL
S085,C04,6.131621766425,PASS
S085,C05,6.400080176051251,PASS
S085,C02,4.415087045902079,FAIL
S085,C03,5.960566838089532,PASS
S086,C06,7.293171948883142,PASS
S086,C04,6.362357672125454,PASS
S086,C05,7.763889681637588,PASS
S086,C02,6.7460329467526865,PASS
S087,C02,5.333475722063655,PASS
S087,C06,4.121366942161325,FAIL
S087,C01,6.215714941284059,PASS
S087,C04,5.139302341054973,PASS
S088,C04,6.459989221259833,PASS
S088,C02,6.113937271663653,PASS
S088,C05,4.160012945337537,FAIL
S088,C03,7.231722742551815,PASS
S089,C05,6.289838278927919,PASS
S089,C04,7.7027370380055356,PASS
S089,C01,8.61298490232447,PASS
S089,C03,8.402289053946111,PASS
S090,C02,4.364753941849011,FAIL
S090,C01,4.174662997480682,FAIL
S090,C04,5.242815680995156,PASS
S090,C05,6.78982646829129,PASS
S091,C04,7.461852696423563,PASS
S091,C05,6.719096145808594,PASS
S091,C03,6.786663134460985,PASS
S091,C02,6.1081106413775625,PASS
S092,C05,8.747042678422023,PASS
S092,C06,6.93342517647825,PASS
S092,C04,8.054717622823894,PASS
S092,C03,4.451650279224937,FAIL
S093,C04,5.661874705599875,PASS
S093,C02,5.450158903828926,PASS
S093,C06,7.442998821630382,PASS
S093,C05,5.102820963339826,PASS
S094,C03,5.619978935338944,PASS
S094,C02,4.664098125309239,FAIL
S094,C06,4.462479093540443,FAIL
S094,C04,7.0502172157397585,PASS
S095,C04,7.322477640345673,PASS
S095,C02,4.064690809770556,FAIL
S095,C03,5.744862391262467,PASS
S095,C05,8.036033232115717,PASS
S096,C01,4.209750185068368,FAIL
S096,C03,7.997061301122811,PASS
S096,C02,8.014578636374619,PASS
S096,C04,5.7120733445785445,PASS
S097,C03,4.307187713487441,FAIL
S097,C06,8.308296553035682,PASS
S097,C01,8.747373516750724,PASS
S097,C04,8.985126440459736,PASS
S098,C02,7.598024796546184,PASS
S098,C06,8.829511614717333,PASS
S098,C04,5.672691797623104,PASS
S098,C03,8.103041359810117,PASS
S099,C02,8.356339019799403,PASS
S099,C06,6.300431999489971,PASS
S099,C01,4.853833318281804,FAIL
S099,C05,5.39038424453952,PASS
S100,C04,8.578107034599176,PASS
S100,C03,5.80816266472444,PASS
S100,C06,6.385038851880612,PASS
S100,C02,7.850617771692156,PASS
S101,C01,7.597723044420924,PASS
S101,C02,4.910521278864105,FAIL
S101,C04,5.755118624825075,PASS
S101,C05,6.608270114118961,PASS
S102,C05,7.352308205014072,PASS
S102,C01,7.671195618948201,PASS
S102,C04,4.737878728372092,FAIL
S102,C02,4.566085913056299,FAIL
S103,C01,8.918351920355626,PASS
S103,C03,7.9397908995804665,PASS
S103,C05,5.996104204770056,PASS
S103,C02,8.129609159024573,PASS
S104,C04,5.639834971602657,PASS
S104,C05,7.248111673803076,PASS
S104,C02,4.812805008009029,FAIL
S104,C06,5.528674047821639,PASS
S105,C02,4.74393230399372,FAIL
S105,C03,8.868466213545643,PASS
S105,C04,7.278346457830884,PASS
S105,C06,6.413411356319262,PASS
S106,C01,5.146989121519708,PASS
S106,C04,6.3399006248703955,PASS
S106,C03,4.000526192218567,FAIL
S106,C05,8.472298821766232,PASS
S107,C06,8.033360880336883,PASS
S107,C04,7.8995448805876345,PASS
S107,C02,4.74133506269086,FAIL
S107,C05,8.528003716661289,PASS
S108,C02,6.327991064560502,PASS
S108,C05,6.31589955739203,PASS
S108,C01,4.592588443325698,FAIL
S108,C06,6.4851301675619615,PASS
S109,C05,7.576635361600779,PASS
S109,C06,7.630959227693501,PASS
S109,C01,5.50317531438507,PASS
S109,C04,6.330032922872635,PASS
S110,C06,4.915446167458977,FAIL
S110,C04,8.86311926619802,PASS
S110,C02,4.438230285439239,FAIL
S110,C05,7.368070772967755,PASS
S111,C02,5.687476386570887,PASS
S111,C01,7.579493361142934,PASS
S111,C03,6.2592345326598195,PASS
S111,C06,5.402657268655661,PASS
S112,C03,8.05013534420443,PASS
S112,C02,5.590309579385509,PASS
S112,C04,4.821737891160587,FAIL
S112,C05,8.477978510193866,PASS
S113,C03,7.154194017998816,PASS
S113,C04,4.996696867668076,FAIL
S113,C06,8.633767203153104,PASS
S113,C02,8.869392395529133,PASS
S114,C03,5.971480756646926,PASS
S114,C01,8.733583660699344,PASS
S114,C04,8.773486027942972,PASS
S114,C05,4.956168949676331,FAIL
S115,C06,7.314786935452116,PASS
S115,C05,7.4063878690710885,PASS
S115,C01,6.556608777139287,PASS
S115,C02,6.376038688392059,PASS
S116,C02,4.005168930138987,FAIL
S116,C01,6.055342503042027,PASS
S116,C05,5.546172968336057,PASS
S116,C04,6.705316777239572,PASS
S117,C02,6.691993204721289,PASS
S117,C06,4.410627195410928,FAIL
S117,C01,6.1834147428100525,PASS
S117,C03,6.679580336577097,PASS
S118,C02,4.099032307908156,FAIL
S118,C06,4.12598810526785,FAIL
S118,C05,8.871118503111866,PASS
S118,C04,7.892700956491657,PASS
S119,C06,4.164217724765455,FAIL
S119,C01,6.232456680231473,PASS
S119,C02,7.776634363720538,PASS
S119,C04,7.867757977178566,PASS
S120,C06,6.885605701853226,PASS
S120,C03,6.079992762504162,PASS
S120,C05,5.797397440808572,PASS
S120,C01,8.03158837080816,PASS
S121,C05,4.721915748148535,FAIL
S121,C06,8.248628806128416,PASS
S121,C01,7.59219521668547,PASS
S121,C04,5.2309520360714625,PASS
S122,C03,6.009447541730765,PASS
S122,C01,8.523998352397438,PASS
S122,C05,7.170930309384001,PASS
S122,C02,8.315997406199479,PASS
S123,C05,7.0029570540744555,PASS
S123,C04,6.7363915089515185,PASS
S123,C06,5.936172662912642,PASS
S123,C03,8.64923667915543,PASS
S124,C02,5.70653591829614,PASS
S124,C01,4.092915460963085,FAIL
S124,C06,6.363278695829505,PASS
S124,C05,5.624273969676901,PASS
S125,C06,8.972214102563981,PASS
S125,C03,4.263054304006974,FAIL
S125,C01,8.4573441827662,PASS
S125,C05,5.183319288546825,PASS
S126,C01,6.033911633203447,PASS
S126,C03,8.537536748670526,PASS
S126,C04,8.385517276683373,PASS
S126,C05,8.961203495191226,PASS
S127,C03,8.654830825319966,PASS
S127,C01,4.5866374282281726,FAIL
S127,C06,5.0326442385457835,PASS
S127,C05,8.624680943615157,PASS
S128,C04,7.407051333026293,PASS
S128,C06,5.575161447221769,PASS
S128,C01,8.587191134385094,PASS
S128,C02,7.201393578069917,PASS
S129,C03,7.614724260706389,PASS
S129,C04,7.8414729327186885,PASS
S129,C02,8.782800228777862,PASS
S129,C05,8.7096103316179,PASS
S130,C02,4.042483290681513,FAIL
S130,C05,4.107860991057278,FAIL
S130,C03,4.024635759674403,FAIL
S130,C04,6.921316661573456,PASS
S131,C05,8.024031128498478,PASS
S131,C04,5.616882813628074,PASS
S131,C06,7.338801507950821,PASS
S131,C02,8.92072295966088,PASS
S132,C06,6.91201601895286,PASS
S132,C05,7.428416359745929,PASS
S132,C03,4.051730432709476,FAIL
S132,C02,8.658844246147694,PASS
S133,C02,8.712523109053025,PASS
S133,C01,6.463264984319788,PASS
S133,C03,5.535249151243703,PASS
S133,C06,5.3138254378647805,PASS
S134,C02,7.39423030101979,PASS
S134,C04,4.30148187866619,FAIL
S134,C05,7.93886089989603,PASS
S134,C06,4.464662829740793,FAIL
S135,C01,5.743809390486446,PASS
S135,C04,4.521158321543805,FAIL
S135,C03,7.937615039312491,PASS
S135,C06,8.484053844418243,PASS
S136,C04,6.485822886019751,PASS
S136,C02,4.724634877173323,FAIL
S136,C03,4.704539878229716,FAIL
S136,C05,5.190378404485282,PASS
S137,C03,5.445849673639888,PASS
S137,C06,6.107903901228024,PASS
S137,C05,5.034729432943224,PASS
S137,C04,5.182724816929085,PASS
S138,C01,8.05678422308453,PASS
S138,C05,8.359181112665334,PASS
S138,C02,5.610122857293291,PASS
S138,C06,8.104741833424008,PASS
S139,C02,4.131338734867202,FAIL
S139,C04,6.531802884040717,PASS
S139,C05,6.876264757189343,PASS
S139,C03,5.553866866505957,PASS
S140,C02,7.613924588836245,PASS
S140,C04,7.981361051791076,PASS
S140,C05,6.178977788907086,PASS
S140,C06,5.386012854703064,PASS
S141,C01,4.726712185534152,FAIL
S141,C06,5.518761320286007,PASS
S141,C03,5.264767919820185,PASS
S141,C05,8.029893850785845,PASS
S142,C04,6.937468108403792,PASS
S142,C02,4.067739046830748,FAIL
S142,C03,5.577165929046647,PASS
S142,C06,6.553320468849945,PASS
S143,C05,5.242563950407707,PASS
S143,C03,5.8745253255106356,PASS
S143,C04,5.937786793060879,PASS
S143,C06,6.176882714380445,PASS
S144,C05,8.540857053563347,PASS
S144,C03,7.1610956491246105,PASS
S144,C04,6.6281954683244155,PASS
S144,C06,8.029860688390041,PASS
S145,C05,7.584422111052507,PASS
S145,C03,4.601282198499799,FAIL
S145,C06,6.315033480937583,PASS
S145,C04,8.551222795998127,PASS
S146,C04,7.754051444299815,PASS
S146,C03,7.593102765178386,PASS
S146,C05,7.67906830802943,PASS
S146,C02,4.692535864750304,FAIL
S147,C02,6.478510199223158,PASS
S147,C01,7.406858756425079,PASS
S147,C06,7.223874752934084,PASS
S147,C04,8.760452657155671,PASS
S148,C01,8.39015128627084,PASS
S148,C05,4.577835929066844,FAIL
S148,C02,5.168359393704977,PASS
S148,C06,7.690373824835668,PASS
S149,C02,4.3276983572395,FAIL
S149,C04,4.581262409155421,FAIL
S149,C03,4.686613374729915,FAIL
S149,C05,4.248019553265031,FAIL
S150,C05,4.90853161968172,FAIL
S150,C06,4.877616518562284,FAIL
S150,C03,5.9911653623886085,PASS
S150,C01,8.7910599238509,PASS
